#vcrlog boot_count=3 version=1 entries=1024 next_seq=66 created=01dd4d77b72f9ec2
1	0	1	2	100	4	00000000	00000004	00000001	00000d40	vcrmp 0.1 build 1: VideoPortInitialize 0
2	1968	1	2	101	4	00000001	00000002	00000000	00000000	PHASE find adapter
3	1968	1	2	200	4	0000121a	00000009	0001121a	00000001	PCI 121a:0009 subsys 0001121a rev 1 at bus 3 slot 0
4	1968	1	2	201	4	00000000	d0000000	08000000	00000000	range 0: d0000000 + 8000000 mem
5	1968	1	2	201	4	00000001	c0000000	10000000	00000000	range 1: c0000000 + 10000000 mem
6	1968	1	2	201	4	00000002	0000c000	00000100	00000001	range 2: 0000c000 + 100 io
7	1968	1	2	202	4	00000000	d0000000	00400000	f526d000	registers mapped
8	1968	1	2	202	4	00000002	0000c000	00000100	0000c000	I/O BAR mapped
9	1968	1	2	102	4	00000001	00000001	00000000	00000000	PHASE discover
10	1968	1	2	205	4	00000001	00000320	f8000000	f8000000	slave chip 1 at 3:0.1 (BARs as found, not programmed)
11	1968	1	2	205	4	00000002	00000340	e0000000	f8000000	slave chip 2 at 3:0.2 (BARs as found, not programmed)
12	1968	1	2	205	4	00000003	00000360	f8000000	f8000000	slave chip 3 at 3:0.3 (BARs as found, not programmed)
13	1968	1	2	206	4	00000002	00000000	00213388	20030302	HiNT HB1 bridge 2:0 (secondary bus 3)
14	1968	1	2	208	4	00000010	00000045	00000045	00000000	master decode narrowed from power-up (32 MB / 64 MB / 256 B)
15	1968	1	2	204	4	587eadf9	40240031	02000000	10000000	fb 32 MB (4 parts x 8 MB), BAR1 256 MB
16	1968	1	3	203	4	00000000	0000005f	00000000	00000000	boot chip0 status
17	1968	1	3	203	4	00000004	01841320	00000000	00000000	boot chip0 pciInit0
18	1968	1	3	203	4	0000000c	00003fff	00000000	00000000	boot chip0 lfbMemCfg
19	1968	1	3	203	4	00000010	00000000	00000000	00000000	boot chip0 miscInit0
20	1968	1	3	203	4	00000014	26008001	00000000	00000000	boot chip0 miscInit1
21	1968	1	3	203	4	00000018	587eadf9	00000000	00000000	boot chip0 dramInit0
22	1968	1	3	203	4	0000001c	40240031	00000000	00000000	boot chip0 dramInit1
23	1968	1	3	203	4	00000020	8000049e	00000000	00000000	boot chip0 agpInit
24	1968	1	3	203	4	00000024	00000ff0	00000000	00000000	boot chip0 tmuGbeInit
25	1968	1	3	203	4	00000028	00000140	00000000	00000000	boot chip0 vgaInit0
26	1968	1	3	203	4	0000002c	00000000	00000000	00000000	boot chip0 vgaInit1
27	1968	1	3	203	4	00000038	00bd4546	00000000	00000000	boot chip0 strapInfo
28	1968	1	3	203	4	00000040	00000c01	00000000	00000000	boot chip0 pllCtrl0
29	1968	1	3	203	4	00000044	0000e721	00000000	00000000	boot chip0 pllCtrl1
30	1968	1	3	203	4	00000048	0000bf01	00000000	00000000	boot chip0 pllCtrl2
31	1968	1	3	203	4	0000004c	00000000	00000000	00000000	boot chip0 dacMode
32	1968	1	3	203	4	0000005c	30000000	00000000	00000000	boot chip0 vidProcCfg
33	1968	1	3	203	4	00000098	001e0280	00000000	00000000	boot chip0 vidScreenSize
34	1968	1	3	203	4	000000e4	00000000	00000000	00000000	boot chip0 deskStart
35	1968	1	3	203	4	000000e8	00000050	00000000	00000000	boot chip0 deskStride
36	1968	1	3	203	4	00000088	00000000	00000000	00000000	boot chip0 pixBufThold
37	1968	1	3	203	4	0000001a	00000000	00000000	000003d4	boot CR1A
38	1968	1	3	203	4	0000001b	00000000	00000000	000003d4	boot CR1B
39	1968	1	2	207	4	000000d2	00000046	00055730	0003ff70	210 modes
40	1968	1	2	102	4	00000000	00000001	00000004	02000000	adapter ready: 4 chip(s), 32 MB each
41	1968	1	2	102	4	00000000	00000004	00000000	00000000	PHASE find done
42	3734	1	2	103	612	00000001	00000000	00000000	00000000	PHASE initialize
43	4218	1	2	104	612	00000001	00000000	00000000	00000000	initialized; stable-boot timer on
44	4234	1	3	109	4	00000001	000004e0	00000000	00000000	child enumeration (none reported yet)
45	4437	2	3	506	612	000000d2	0000b478	00000000	00000000	DrvGetModes
46	4437	2	2	500	612	00000500	00000400	00000020	00000055	DrvEnablePDEV mode 163
47	4437	2	3	501	612	00000000	00000000	00000000	00000000	DrvCompletePDEV
48	4437	1	2	300	612	05000400	00200055	00000000	00000000	PHASE mode set
49	4515	1	2	300	612	00000500	00000400	00000020	00000055	mode 163: 1280x1024x32@85
50	4515	1	2	301	612	0002673c	0002673b	00004005	00000000	pll 157500 kHz -> 157499 kHz, refresh 85023 mHz
51	4515	1	3	305	612	00000000	00000200	00000000	00000000	identity CLUT (both banks), 0 retries
52	4515	1	3	302	612	0000005c	000c0081	000c0081	00000000	vidProcCfg ok
53	4515	1	3	302	612	00000040	00004005	00004005	00000000	pllCtrl0 ok
54	4515	1	3	302	612	0000004c	00000000	00000000	00000000	dacMode ok
55	4515	1	3	302	612	00000098	00400500	00400500	00000000	vidScreenSize ok
56	4515	1	3	302	612	000000e8	00001400	00001400	00000000	deskStride ok
57	4515	1	3	302	612	00000300	000000d3	000000d3	00000000	CR00 ok
58	4515	1	3	302	612	00000306	0000002e	0000002e	00000000	CR06 ok
59	4515	1	3	302	612	0000031a	000000a0	000000a0	00000000	CR1a ok
60	4515	1	3	302	612	0000031b	00000041	00000041	00000000	CR1b ok
61	4515	1	2	303	612	000c0081	00400500	00001400	000130b0	mode set done
62	4515	1	2	303	612	000000a3	00000000	00000000	00000000	PHASE mode set done
63	4531	1	2	202	612	00000001	c0000000	02000000	f2f1a000	LFB mapped for the display driver
64	4531	2	2	502	612	f4a1a000	00001400	00000000	00000001	DrvEnableSurface 1280x1024x32
65	63515	1	2	108	0	0000003c	00000000	00000000	00000000	stable-boot mark queued
66	63562	1	2	801	4	00000001	0000003c	00000000	00000000	stable for 60 s - boot counter cleared
